name,ratings,reviews,companytype,locations,Highly_Rated_For,Critically_Rated_For
Ebixcash Global Services,3.2,626,BPO,Mumbai +40 other locations,"Promotions / Appraisal, Salary & Benefits, Job Security",
Danfoss Industries,3.9,626,Industrial Machinery,Chennai +21 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
TVS Eurogrip,3.7,626,Auto Components,Madurai +83 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Airports Authority of India,4.2,625,Aviation,New Delhi +90 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Avalon Technologies,3.8,627,Electronics Manufacturing,Chennai +17 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Company Culture"
National Stock Exchange of India,3.6,625,Financial Services,Mumbai +34 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Crowne Plaza,4.1,625,Hospitality,New Delhi +37 other locations,"Job Security, Company Culture, Work Life Balance",
Me n Moms,4.2,624,Retail,Mumbai +66 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Manjushree Technopack,3.5,624,Bengaluru +35 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Suroj Buildcon,4.1,624,Engineering & Construction,Pune +48 other locations,"Job Security, Company Culture, Skill Development / Learning",
Collegedunia,3.1,624,Internet,Gurugram +28 other locations,"Job Security, Promotions / Appraisal, Work Satisfaction",
UKB Electronics Limited,3.6,624,Electronics Manufacturing,Noida +24 other locations,"Company Culture, Job Security, Work Life Balance",
Karvy Stock Broking,3.6,622,Hyderabad +106 other locations,,"Promotions / Appraisal, Work Life Balance, Company Culture",
Varthana,4.0,622,NBFC,Bengaluru +80 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
Tecnimont,3.9,622,Engineering & Construction,Mumbai +31 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Turbo Energy,4.1,622,Auto Components,Chennai +25 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",Promotions / Appraisal
Global Healthcare Billing Partners,3.3,621,BPO,Chennai +15 other locations,"Company Culture, Promotions / Appraisal, Work Satisfaction",
NetConnectGlobal,3.1,621,IT Services & Consulting,Bengaluru +44 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",
Varun Motors,3.8,621,Automobile,Hyderabad +42 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Sigma Engineered Solutions,3.9,620,Industrial Machinery,Pune +14 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Sapphire Foods India,3.8,620,Hospitality,Mumbai +65 other locations,Skill Development / Learning,
Reliance Jewels,3.8,619,Jewellery,Mumbai +131 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Chaitanya India Fin Credit,4.1,619,NBFC,Bengaluru +174 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Monte Carlo,4.2,620,Fashion & Textile,Ahmedabad +104 other locations,"Salary & Benefits, Work Life Balance, Company Culture",
Trigent Software,3.4,619,IT Services & Consulting,Bengaluru +31 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Suraksha Diagnostic,3.7,619,Healthcare,Kolkata +34 other locations,Skill Development / Learning,Promotions / Appraisal
Wissen Technology,3.7,618,IT Services & Consulting,Bengaluru +9 other locations,Promotions / Appraisal,
South Indian Bank,3.3,618,Banking,Kochi +83 other locations,"Salary & Benefits, Job Security","Work Life Balance, Work Satisfaction, Company Culture"
ACKO,3.4,617,Insurance,Bengaluru +13 other locations,"Promotions / Appraisal, Work Satisfaction, Job Security",
Careon Healthcare Solutions,3.9,645,Medical Equipment,Bengaluru +14 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Kaizen IT Services,3.9,616,IT Services & Consulting,Kolkata +91 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Maharashtra Seamless,3.5,616,Building Material,Mumbai +25 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Pyramid IT Consulting,3.1,616,Recruitment,Noida +25 other locations,"Job Security, Promotions / Appraisal, Work Satisfaction",
Shivam Autotech,3.6,616,Auto Components,Gurugram +22 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Sir H. N. Reliance Foundation Hospital and Research,4.3,617,Healthcare,Mumbai +10 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
Medcode,3.8,615,IT Services & Consulting,Hyderabad +10 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Emids Technologies Limited,3.6,614,IT Services & Consulting,Bengaluru +9 other locations,"Job Security, Promotions / Appraisal, Work Satisfaction",
Nucleus Software Exports,3.4,613,Software Product,Noida +12 other locations,Job Security,"Work Satisfaction, Promotions / Appraisal, Work Life Balance"
Motilal Oswal Wealth Management,4.5,613,Financial Services,Mumbai +25 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
SOLAR INDUSTRIES INDIA,3.6,613,Defence & Aerospace,Nagpur +41 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Sintex Industries,3.9,613,Industrial Machinery,Ahmedabad +59 other locations,Job Security,Promotions / Appraisal
Annalect,3.4,613,Marketing & Advertising,Bengaluru +14 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
Okaya Power,3.8,614,Electrical Equipment,New Delhi +88 other locations,Promotions / Appraisal,
Suma Soft,3.5,614,IT Services & Consulting,Pune +11 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
IRB Infrastructure,3.9,613,Engineering & Construction,Mumbai +73 other locations,Work Life Balance,Promotions / Appraisal
Hitachi Systems Micro Clinic,4.0,612,IT Services & Consulting,Mumbai +78 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Serum Institute of India,4.1,612,Biotechnology,Pune +26 other locations,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
IDBI Intech Limited,3.3,613,IT Services & Consulting,Mumbai +28 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Dr. Batras' Positive Health Clinic,3.8,612,Healthcare,Mumbai +86 other locations,"Promotions / Appraisal, Salary & Benefits",
Central Reserve Police Force,4.6,612,Government,New Delhi +95 other locations,"Job Security, Salary & Benefits, Company Culture",
Belstar Microfinance,3.9,612,NBFC,Chennai +221 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Sasken,3.6,612,IT Services & Consulting,Bengaluru +12 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Sl Lumax,3.4,613,Auto Components,Chennai +18 other locations,"Work Life Balance, Promotions / Appraisal, Company Culture",
InsuranceDekho,3.5,612,Internet,Gurugram +83 other locations,"Promotions / Appraisal, Job Security, Work Life Balance",
Netmeds.com,3.8,611,Pharma,Chennai +125 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
ThoughtWorks,3.9,611,IT Services & Consulting,Bengaluru +11 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Hamilton Housewares,3.9,611,Consumer Electronics & Appliances,Mumbai +54 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Shriram Automall,4.0,612,Internet,New Delhi +108 other locations,"Job Security, Company Culture, Work Life Balance",
Aster Dm Healthcare,3.7,611,Healthcare,Bengaluru +39 other locations,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",
Kajaria Ceramics,3.9,610,Building Material,New Delhi +83 other locations,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning"
CSM Technologies,4.0,610,IT Services & Consulting,Bhubaneswar +22 other locations,"Work Life Balance, Job Security",
EaseMyTrip.com,4.1,610,Internet,New Delhi +9 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Becton Dickinson,4.0,609,Medical Equipment,Bengaluru +38 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Vedanta Limited,3.8,610,Metals & Mining,Lanjigarh +53 other locations,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Life Balance"
Action Tesa,3.9,610,Building Material,Sitarganj +62 other locations,Job Security,Promotions / Appraisal
Gestamp,3.6,609,Auto Components,Pune +14 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Super Smelters,3.7,608,Iron & Steel,Asansol +24 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Sapiens,3.1,608,Software Product,Bengaluru +8 other locations,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",
HDFC Asset Management Company,4.1,608,Financial Services,Mumbai +139 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Royaloak Incorporation,3.6,607,Furniture & Furnishing,Bengaluru +47 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Ongc Petro Additions,4.0,607,Petrochemicals,Bharuch +30 other locations,"Job Security, Work Life Balance, Company Culture",
Einfochips,3.5,607,IT Services & Consulting,Ahmedabad +13 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
MothersonSumi INfotech & Designs,3.4,606,IT Services & Consulting,Noida +18 other locations,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Finastra,3.7,606,Software Product,Bengaluru +13 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Job Security"
ITC Limited Foods Division,3.9,605,Food Processing,Bengaluru +75 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Mavenir Systems,3.3,605,IT Services & Consulting,Bengaluru +19 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Holiday Inn,4.0,605,Hospitality,New Delhi +61 other locations,"Job Security, Skill Development / Learning",
Fiem Industries,3.6,605,Auto Components,Hosur +29 other locations,Salary & Benefits,"Company Culture, Job Security, Work Satisfaction"
Schwing Stetter,3.9,605,Industrial Machinery,Chennai +44 other locations,Job Security,Promotions / Appraisal
Carnival Cruise Lines,4.1,605,Sports & Recreation,Mumbai +31 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Royal Caribbean International,4.2,604,Sports & Recreation,Mumbai +25 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",
Family Health Plan,3.7,604,Insurance,Hyderabad +36 other locations,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",
Kirloskar Ferrous Industries,3.6,604,Iron & Steel,Koppal +22 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Renovision Automation Services,3.3,604,IT Services & Consulting,New Delhi +71 other locations,"Promotions / Appraisal, Salary & Benefits, Job Security",
Jain Irrigation Systems,3.7,603,Agriculture,Jalgaon +90 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Godrej Industries,4.0,603,Real Estate,Mumbai +68 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Dhani Services,3.7,603,Mumbai +80 other locations,,"Job Security, Promotions / Appraisal",
Cashify,3.9,602,Internet,Gurugram +58 other locations,Work Life Balance,Promotions / Appraisal
ShareChat,3.6,602,Internet,Bengaluru +42 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
BT E Serv,4.0,602,BPO,Kolkata +6 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Cyfuture,3.0,602,IT Services & Consulting,Noida +37 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Agrostar,4.0,602,Internet,Pune +51 other locations,"Company Culture, Skill Development / Learning",Job Security
Grab A Grub Services,3.9,602,Logistics,Mumbai +113 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Rocket India,4.0,601,Financial Services,Chennai +11 other locations,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Sudarshan Chemical Industries,3.9,601,Chemicals,Roha +26 other locations,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Blackrock,3.5,601,Financial Services,Gurugram +18 other locations,"Promotions / Appraisal, Work Satisfaction, Company Culture",
Nspira Management Services,3.7,601,Management Consulting,Hyderabad +59 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
BMC Software,4.0,600,Software Product,Pune +10 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Polaris Consulting,4.1,600,IT Services & Consulting,Hyderabad +18 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Sanghi Industries,4.0,599,Building Material,Ahmedabad +31 other locations,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
CSG International,3.5,599,IT Services & Consulting,Bengaluru +13 other locations,"Promotions / Appraisal, Skill Development / Learning, Job Security",
Toyoda Gosei Minda,4.2,598,Auto Components,Neemrana +25 other locations,"Job Security, Company Culture, Work Life Balance",
Columbia Asia,4.6,598,Healthcare,Bengaluru +19 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Myk Laticrete,3.9,597,Building Material,Hyderabad +86 other locations,"Salary & Benefits, Skill Development / Learning",Promotions / Appraisal
Ugam Solution,3.6,596,IT Services & Consulting,Mumbai +14 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Jayaswal Neco Industries,4.1,597,Iron & Steel,Raipur +30 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
VDA Infosolutions,3.8,596,IT Services & Consulting,Pune +34 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Mrs Bector's Food Specialities,3.9,597,Food Processing,Greater Noida +86 other locations,Promotions / Appraisal,
Blackberrys,3.7,596,Fashion & Textile,Gurugram +92 other locations,"Job Security, Promotions / Appraisal, Work Satisfaction",
DHL Global Forwarding,4.0,595,Logistics,Chennai +21 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
IKEA,4.0,594,Retail,Bengaluru +24 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Jubilant Agri and Consumer Products,4.0,594,Chemicals,Gurugram +114 other locations,"Salary & Benefits, Work Life Balance, Job Security",Promotions / Appraisal
Bridge & Roof Co,3.4,593,Engineering & Construction,Kolkata +64 other locations,"Promotions / Appraisal, Company Culture, Work Life Balance",
Bharat Biotech International,3.1,593,Biotechnology,Hyderabad +29 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Kiya.ai,3.8,593,IT Services & Consulting,Mumbai +18 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Finolex Industries,3.6,600,Building Material,Pune +72 other locations,"Promotions / Appraisal, Skill Development / Learning, Company Culture",
Heidelberg Cement,4.1,592,Building Material,Damoh +79 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
SIS Prosegur Holdings,3.4,591,Law Enforcement & Security,New Delhi +92 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Hpl Electric & Power,3.7,591,Electrical Equipment,Gurugram +69 other locations,"Promotions / Appraisal, Company Culture, Skill Development / Learning",
Vedang Cellular Services,3.8,591,Telecom,Mumbai +69 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Kellogg,4.2,590,FMCG,Mumbai +85 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
United Colors of Benetton,4.3,590,Fashion & Textile,Gurugram +74 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
Medley Pharmaceuticals,3.9,589,Pharma,Mumbai +75 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Avaada Group,4.3,589,Power,Noida +66 other locations,"Job Security, Company Culture, Work Life Balance",
DealShare,3.6,589,Internet,Bengaluru +44 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Pathkind Diagnostics Private Limited,4.0,589,Healthcare,New Delhi +97 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",
Ofbusiness,3.0,588,Internet,Gurugram +42 other locations,"Job Security, Work Life Balance, Company Culture",
IDP Education Limited,3.6,588,Education & Training,Chennai +50 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",
Vadilal Industries,4.1,588,FMCG,Ahmedabad +84 other locations,"Work Life Balance, Job Security, Company Culture",
Saudi Aramco,4.5,588,Oil & Gas,Mumbai +38 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Inspira Enterprise India Limited,3.6,588,IT Services & Consulting,Mumbai +36 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Consulting Engineers Group,4.1,588,Engineering & Construction,Jaipur +70 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Infinity Learn,4.2,587,EdTech,Hyderabad +18 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",
HLL Lifecare,3.7,586,Healthcare,Thiruvananthapuram +115 other locations,"Promotions / Appraisal, Salary & Benefits, Job Security",
Varindera Constructions,4.4,586,Engineering & Construction,New Delhi +26 other locations,"Salary & Benefits, Company Culture, Work Satisfaction",
EdgeVerve Systems,3.3,586,Software Product,Bengaluru +15 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Sterling Oil Exploration & Energy Production,3.5,588,Oil & Gas,Lagos +22 other locations,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",
Coal India,3.9,586,Metals & Mining,Kolkata +62 other locations,"Job Security, Salary & Benefits, Work Life Balance",
Eli Lilly and Company,3.4,585,Pharma,Bengaluru +18 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
Excitel Broadband,3.6,585,Telecom,New Delhi +43 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Maxicus,4.0,585,BPO,Vadodara +15 other locations,"Company Culture, Work Life Balance, Job Security",
AVTEC,3.5,584,Auto Components,Hosur +26 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
NLC India Limited,4.4,584,Metals & Mining,Neyveli +26 other locations,"Work Life Balance, Job Security, Company Culture",
Affinity Express,2.8,583,Marketing & Advertising,Pune +12 other locations,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",
Accion Labs,3.5,583,IT Services & Consulting,Bengaluru +13 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Anmol Industries,3.9,583,FMCG,Kolkata +87 other locations,Promotions / Appraisal,
APL Apollo Tubes,4.0,583,Iron & Steel,Raipur +47 other locations,"Salary & Benefits, Work Life Balance, Work Satisfaction",
Efs Facilities Services,3.8,582,Facility Management Services,New Delhi +60 other locations,"Promotions / Appraisal, Salary & Benefits",
HashedIn by Deloitte,3.9,581,IT Services & Consulting,Bengaluru +16 other locations,"Job Security, Company Culture, Skill Development / Learning",
Lulu International Shopping Mall,3.7,581,Retail,Lucknow +42 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
BEML,3.7,580,Industrial Machinery,Bengaluru +36 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Perficient,3.8,580,IT Services & Consulting,Chennai +11 other locations,Work Life Balance,"Job Security, Promotions / Appraisal"
Hilton,4.1,579,Hospitality,Bengaluru +40 other locations,"Company Culture, Job Security, Skill Development / Learning",
Maharashtra State Electricity Distribution Company,4.2,579,Power,Pune +91 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Jubilant Generics,4.0,579,Pharma,Roorkee +24 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Ascent HR Technologies Private Limited,3.7,579,Software Product,Bengaluru +15 other locations,"Promotions / Appraisal, Company Culture, Salary & Benefits",
Quest Retail Private Limited,4.1,578,Retail,Gurugram +64 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Quest Retail Private Limited,4.1,578,Retail,Gurugram +64 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Jindal Poly Films,3.6,578,Packaging,Nashik +19 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Pamac Finserve,3.2,578,BPO,Mumbai +59 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Colt Technology Services,4.2,578,Hardware & Networking,Gurugram +13 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Apitoria Pharma,4.2,577,Pharma,Hyderabad +12 other locations,"Work Life Balance, Job Security, Company Culture",
PTC,4.2,577,Software Product,Pune +40 other locations,"Work Life Balance, Company Culture, Job Security",
Micromax Informatics,3.9,577,Consumer Electronics & Appliances,New Delhi +119 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Capital Numbers Infotech,4.2,577,IT Services & Consulting,Kolkata +9 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
Vyapar,3.6,577,Software Product,Bengaluru +39 other locations,"Job Security, Promotions / Appraisal, Work Life Balance",
GAMMON INDIA,3.7,577,Engineering & Construction,Mumbai +72 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
Hettich,3.7,577,Furniture & Furnishing,Mumbai +45 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
Cvent,3.2,576,Software Product,Gurugram +9 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
Dr. Reddy's Foundation,3.7,576,Non-Profit,Hyderabad +88 other locations,Promotions / Appraisal,
Orra Fine Jewellery,3.5,576,Jewellery,Mumbai +51 other locations,"Company Culture, Work Satisfaction, Promotions / Appraisal",
Gandhi Automations,4.0,575,Industrial Machinery,Mumbai +24 other locations,"Salary & Benefits, Job Security, Promotions / Appraisal",
Wood Group,3.8,575,Engineering & Construction,Chennai +29 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Country Delight,3.8,574,Food Processing,Gurugram +36 other locations,Salary & Benefits,Promotions / Appraisal
PureSoftware,2.9,574,Software Product,Noida +11 other locations,"Job Security, Promotions / Appraisal, Skill Development / Learning",
FNP,3.7,574,Retail,New Delhi +19 other locations,"Promotions / Appraisal, Job Security",
Army Public School,4.0,574,Education & Training,New Delhi +96 other locations,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal"
Axiscades,3.1,572,IT Services & Consulting,Bengaluru +12 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
AVEVA,4.0,571,Software Product,Hyderabad +14 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
AVIOM,4.0,571,NBFC,New Delhi +188 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction",
Maxop Engineering Co.,4.1,571,Auto Components,Gurugram +17 other locations,"Salary & Benefits, Work Life Balance, Work Satisfaction",
Aurionpro Solutions,3.5,572,Software Product,Mumbai +49 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
PayU Payments,3.3,571,FinTech,Gurugram +22 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Allianz Services,4.1,571,Insurance,Thiruvananthapuram +13 other locations,"Job Security, Work Life Balance, Company Culture","Salary & Benefits, Promotions / Appraisal"
Expleo Group,3.4,571,IT Services & Consulting,Pune +9 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
Crystal Crop Protection,3.9,570,Agro Chemicals,New Delhi +89 other locations,Work Life Balance,Promotions / Appraisal
Fenesta Building Systems,4.0,570,Building Material,Gurugram +74 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
McCain Foods,4.1,570,FMCG,Mahesana +74 other locations,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
HBL Power Systems,4.0,569,Electrical Equipment,Hyderabad +49 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
WayCool Foods and Products,3.4,569,FMCG,Chennai +42 other locations,"Job Security, Promotions / Appraisal, Skill Development / Learning",
C5i,4.2,569,Analytics & KPO,Bengaluru +16 other locations,"Work Life Balance, Company Culture, Job Security",
Damco Solutions,3.5,569,IT Services & Consulting,Noida +22 other locations,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",
HUDL,3.2,568,Software Product,Mumbai +17 other locations,"Promotions / Appraisal, Skill Development / Learning, Job Security",
Jaipur Rugs,4.3,568,Fashion & Textile,Jaipur +20 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Pinnacle Infotech,3.4,568,IT Services & Consulting,Durgapur +19 other locations,Job Security,"Company Culture, Work Life Balance, Work Satisfaction"
Alcon,3.8,568,Medical Equipment,Bengaluru +38 other locations,"Salary & Benefits, Work Life Balance",Promotions / Appraisal
TSYS|Total System Services,4.1,568,FinTech,Pune +10 other locations,"Work Life Balance, Company Culture, Salary & Benefits",
Iron Mountain Inc,3.7,568,IT Services & Consulting,Bengaluru +49 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
Amway India Enterprises,4.1,568,Fitness & Wellness,Gurugram +80 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Dishman Carbogen Amcis,3.6,567,Pharma,Ahmedabad +15 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
J K Fenner,3.9,567,Engineering & Construction,Chennai +56 other locations,Promotions / Appraisal,
Prochant,3.8,566,Analytics & KPO,Chennai +9 other locations,Work Life Balance,
Transport Corporation Of India,3.8,565,Logistics,Gurugram +81 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
SoftAge Information Technology,3.6,565,IT Services & Consulting,Gurugram +126 other locations,"Promotions / Appraisal, Job Security",
Applied Materials,3.7,565,Semiconductors,Bengaluru +11 other locations,"Promotions / Appraisal, Skill Development / Learning",
Baker Hughes,4.1,565,Oil & Gas,Bengaluru +38 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Paras Dairy,3.4,564,Food Processing,New Delhi +60 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Matrimonialsindia,4.9,566,Internet,New Delhi,"Company Culture, Work Life Balance, Work Satisfaction",
Levi Strauss & Co.,4.2,564,Fashion & Textile,Bengaluru +80 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Kauvery Hospital,4.0,563,Healthcare,Chennai +21 other locations,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal
Andritz Hydro Location India,3.9,562,Industrial Machinery,Chennai +28 other locations,Job Security,Promotions / Appraisal
ArcelorMittal,4.1,563,Iron & Steel,Surat +50 other locations,"Work Life Balance, Job Security, Salary & Benefits",
Voyants Solutions,3.7,562,Engineering & Construction,Gurugram +95 other locations,"Promotions / Appraisal, Job Security",
Lear Corporation,4.0,561,Auto Components,Pune +19 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Toyota Industries Engine India,4.3,561,Auto Components,Bengaluru +15 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Empower,4.0,560,Financial Services,Bengaluru +12 other locations,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal
"DATAMARK, Inc.",3.5,560,BPO,Chennai +13 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Empower,4.0,560,Financial Services,Bengaluru +12 other locations,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal
Herbalife International,4.0,560,Healthcare,Bengaluru +85 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
UTL Solar,3.6,559,Electronics Manufacturing,New Delhi +80 other locations,"Promotions / Appraisal, Company Culture, Job Security",
Paramount Health Services Tpa,3.8,559,Insurance,Mumbai +40 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Toothsi,2.7,559,Internet,Mumbai +20 other locations,"Job Security, Promotions / Appraisal, Company Culture",
DB Schenker,4.3,559,Logistics,Gurugram +40 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Ambit Finvest,4.0,558,NBFC,Mumbai +113 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Genesys International Corporation,3.3,558,IT Services & Consulting,Mumbai +15 other locations,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",
United Spirits,4.1,557,Beverage,Bengaluru +95 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits","Promotions / Appraisal, Job Security"
